disasterNumber,state,declarationType,declarationDate,incidentBeginDate,incidentEndDate,fyDeclared,incidentType,declarationTitle,fipsStateCode,fipsCountyCode,date,county_FIP,topic,stance,gender,aggressiveness,temperature_avg,sentiment,id
5283,NV,FM,2019-07-13,2019-07-13,2019-07-16,2019,Fire,JASPER FIRE,32,031,2019-07-16,031,Global stance,believer,male,not aggressive,2.7263298,-0.3136907662153243,1151276012304420864
5138,NV,FM,2016-07-29,2016-07-29,2016-07-31,2016,Fire,ROCK FIRE,32,031,2016-07-29,031,Global stance,believer,male,not aggressive,0.7733661942307694,0.0313995711365826,"758830518347583488,758832770617442304,758838218192068608,758848291274498048,758860564873424896,758860611241377792,758860613489610752,758860625632112640,758860732825874432,758860791348985856,758860855471583232,758860855341518848,758860893408993280,758861010430111744,758862722469535744,758868381441273856,758891474352123904,758892560748154880,758904259723132928,758997077141532672,758999916827992064,759007873242308608,759025688015888384,759033483041865728,759037058409238528,759038175440310272,759046370678411264,759054656492347392,759057171023798272,759059332608593920,759062068225904640,759062768247005184,759065930529988608,759070697398218752,759071587895242752,759072276440502272,759074622524493824,759083594128068608,759094299535429632,759094808870649856,759096632281489408,759101541886275584,759104175766540288,759120959488061440,759124630774882304,759125107734290432,759131686571544576,759152149116755968,759152519356514304,759174931456274432,759174944261484544,759174947168133120"
5138,NV,FM,2016-07-29,2016-07-29,2016-07-31,2016,Fire,ROCK FIRE,32,031,2016-07-30,031,Politics,believer,male,not aggressive,0.9147322511111111,-0.17807159514383034,"759194155050528768,759218135740387328,759226350653829120,759356927734194176,759356940115779584,759361225608138752,759420356729929728,759435405146009600,759443590170849280,759447458359324672,759452694243381248,759466814317338624,759471285957234688,759488124598706176,759493602405785600,759494356453785600,759506890040733696,759538601256288256"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-05,031,Weather Extremes,neutral,male,not aggressive,-3.329315258181819,0.01923265526680343,"2036431019,2038290026,2040969183,2043378452,2043617436,2044188309,2044781684,2047171875,2048059370,2048075655,2048651613"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-06,031,Weather Extremes,neutral,male,aggressive,-0.71125343,-0.24855508531729384,"2053412741,2053571923,2054553583,2055515014,2059275882"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-07,031,Weather Extremes,believer,male,not aggressive,-1.16477749,-0.3575428978506724,"2060847710,2064979073,2065082677,2068139633,2069580040"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-08,031,Weather Extremes,neutral,male,not aggressive,-0.5622145560000001,0.11890998556296031,"2070322375,2070345328,2072817015,2075557905,2076865517,2080006868,2080243037,2080798035,2080935432,2081087795,2081183409,2081527443,2081738718,2082464005,2082859669"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-09,031,Weather Extremes,neutral,female,not aggressive,-0.19247518372500005,-0.024675396632296676,"2085560219,2090253438,2090583867,2091090964,2091145051,2093694521,2095982823,2096301289"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-10,031,Weather Extremes,neutral,male,not aggressive,-2.24053445,0.13287100364168486,"2096840099,2097328693,2098149861,2105102403"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-11,031,Weather Extremes,neutral,male,not aggressive,-1.703271380952381,-0.0843367434895228,"2110587931,2111155300,2111376903,2112489774,2116382208,2116446663,2117689217,2117752299,2118328996,2118354145,2118426818,2118875553,2120238306,2120630450,2121251236,2121653453,2121991857,2122509123,2122662180,2123338129,2124066500"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-12,031,Weather Extremes,neutral,male,not aggressive,-1.7298632,0.2499914135952791,"2130131996,2133023914,2134863729,2135853807"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-13,031,Weather Extremes,believer,male,not aggressive,-2.22995915,-0.09916635221004486,"2149426519,2150703187,2150901543,2153248164,2154407977,2154746875,2155501852,2156391204,2156627944,2159306151"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-14,031,Weather Extremes,neutral,male,not aggressive,-2.6851821333333334,0.1387432373099857,"2167071294,2167102867,2167123057"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-15,031,Global stance,believer,male,not aggressive,-1.211952898,0.006286353409266243,"2172446657,2172865239,2177107489,2177458084,2177835695,2179676902,2182196190,2182755154,2183223098,2184100050"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-16,031,Weather Extremes,believer,male,not aggressive,-0.7922550541764706,0.1778452950224307,"2187372652,2188574867,2192390119,2192697032,2192753298,2193542046,2193891781,2194680405,2195018497,2195200817,2195205411,2195478853,2195648703,2196616652,2197430970,2197870905,2199031159"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-17,031,Weather Extremes,believer,male,not aggressive,-0.6469458236363637,-0.0894704776312694,"2200941035,2203157846,2203672412,2204461600,2205250591,2206615844,2207809834,2207928476,2208819569,2208923175,2210375293"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-18,031,Weather Extremes,neutral,male,not aggressive,-0.2662787305,-0.09109085373691408,"2217230101,2221234173,2221518864,2222394062,2224985800,2225486685,2227008819,2228586536"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-19,031,Weather Extremes,neutral,male,not aggressive,1.1276266057142856,0.0747913073942775,"2230447455,2236732065,2237388397,2237662332,2239449521,2240893949,2241163636,2242805420,2243278976,2243908138,2243908686,2244718282,2244913848,2245456386"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-20,031,Politics,believer,male,aggressive,-1.7252434,-0.241807127225399,"2252119640,2257505470"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-21,031,Global stance,believer,male,not aggressive,2.3017729666666664,-0.1477399363870974,"2259129176,2261808591,2261951461,2267772517,2268401542,2269132644"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-22,031,Global stance,believer,male,not aggressive,0.21149734000000003,0.10183841947434252,"2274312740,2277381324,2277806216,2278217262,2278944464,2279129023,2279583066,2279799089,2280545593,2281129269,2281517405"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-23,031,Weather Extremes,believer,male,not aggressive,2.8967437,0.03628195474147794,"2294978400,2295566020,2296088013,2297676617,2298671343,2299380573,2301455775,2301989880"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-24,031,Politics,believer,male,not aggressive,2.161396569230769,-0.058959157752030054,"2303112923,2303290296,2303512048,2306941916,2310154711,2310361554,2313965381,2314162021,2314915083,2314919189,2315305028,2316849175,2318258048"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-25,031,Global stance,neutral,male,aggressive,4.29591278,-0.14232466540813443,"2321978128,2329712022,2334155753,2334935633,2335438652"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,031,2009-06-26,031,Politics,neutral,male,not aggressive,2.6368355363636367,-0.13186005929284325,"2337710104,2339567402,2341413465,2341632495,2342142441,2343598772,2343691918,2344406024,2345301351,2345557190,2347055957,2347104048,2347700546,2347764246,2348959320,2349150865,2349418477,2349739618,2349779519,2349853977,2350012776,2350025111,2350104370,2350168562,2350326568,2350567202,2350779295,2350796614,2351677490,2351719785,2351761911,2351881332,2351945352"
5262,CA,FM,2018-07-28,2018-07-29,2018-08-20,2018,Fire,MENDOCINO FIRE COMPLEX,06,033,2018-08-13,033,Global stance,believer,male,not aggressive,-1.3429617852459017,-0.028002143296245546,"1028987865743556609,1028989788140044288,1028994803810422786,1028995960519553024,1028997179535515648,1028999065520889856,1029002051814973440,1029007355978047490,1029008169672925185,1029014774141599744,1029019244380516352,1029019520063758336,1029024982872023051,1029029221262188544,1029034216644739072,1029034657969393664,1029038656793858048,1029038746878898176,1029039247305502720,1029039905928695808,1029041309938536448,1029045914659246086,1029048892325646336,1029052347068997632,1029054337937362945,1029054475581837312,1029055850957103104,1029061737419431939,1029074858724868096,1029075128590757890,1029075805803085833,1029079968901419008,1029080666342916096,1029080681710804999,1029080989526413314,1029081402208178178,1029081796292562946,1029083420519890945,1029093141712781312,1029094320324927490,1029094405024624642,1029095422122283008,1029098660913590273,1029100007096496129,1029100510098337792,1029100889917730816,1029105771198332928,1029105986626191360,1029106577259864064,1029109372905959425,1029109799705751552,1029110875427229697,1029112357400858626,1029115463169523712,1029116426303356928,1029117403169402881,1029118393457229824,1029122210861076480,1029129681151262720,1029131814688833537,1029132544606797824"
5262,CA,FM,2018-07-28,2018-07-29,2018-08-20,2018,Fire,MENDOCINO FIRE COMPLEX,06,033,2018-08-14,033,Global stance,believer,male,not aggressive,-1.5068251306306306,-0.038138093099669576,"1029156325429673985,1029159694856683520,1029161241632227328,1029162987116945408,1029165759396626432,1029166739416903680,1029169876412379137,1029171544780562432,1029174519867486208,1029175709959303169,1029177242801172480,1029179575195107329,1029188343991492608,1029193830342438912,1029200420894171136,1029204717702930433,1029204965909135362,1029208325437579264,1029208583701811200,1029212621696729089,1029214148763312128,1029216010509869056,1029220095241801728,1029231140219936768,1029236480017743872,1029236834176520192,1029241539229151232,1029246343498346496,1029248783215931392,1029254643614932992,1029259032349966336,1029261294979899392,1029263980559196160,1029264217835167745,1029285941750378497,1029288825019744256,1029298345171472384,1029318559594360832,1029336306034327552,1029337697695948800,1029337753530630144,1029346482116124672,1029352758963400704,1029357409809195008,1029363805757865985,1029365197113253888,1029366862226829312,1029368399283945472,1029371373326544900,1029371744186904576,1029371747441684481,1029373315545100289,1029374080846360576,1029374187326992384,1029374312946384897,1029375103748911104,1029378731582750720,1029381334500663296,1029383033353383937,1029387351372382210,1029389828473872384,1029390000478138370,1029390388241391616,1029392474559508480,1029392546974199808,1029395814609645568,1029401886904860673,1029402429643677697,1029402694337748992,1029408321135149057,1029409184058552322,1029411093976940546,1029411305604624384,1029411478347149313,1029416866135982081,1029418675273715712,1029422807820763136,1029423235773788160,1029426241470967809,1029427003215110144,1029429650521387008,1029430231709442049,1029430595951230977,1029431644019539968,1029432466975510528,1029432912968445953,1029437246854684672,1029441961550274560,1029452842321371136,1029466835878588422,1029471974739783680,1029476738646999040,1029480375460884481,1029481090757492737,1029481976137310208,1029484310678708224,1029486686105784321,1029487727396315136,1029491353972080642,1029492075887116289,1029493420505456641,1029497342473326593,1029499472277991424,1029499841116655616,1029500828120309761,1029501142382796800,1029503445378584576,1029505632943132673,1029506858434740229,1029509037254168576,1029514680262246400"
5262,CA,FM,2018-07-28,2018-07-29,2018-08-20,2018,Fire,MENDOCINO FIRE COMPLEX,06,033,2018-08-15,033,Global stance,believer,male,not aggressive,-1.4730523782608698,0.05217546007338042,"1029518082111229952,1029520218555658242,1029524667235753984,1029525543866126336,1029527331742928896,1029528128044118016,1029529527200837632,1029529978122133506,1029530054827495424,1029533548745650176,1029533688323760128,1029533886362017792,1029534196929187841,1029540133207339008,1029540458895044609,1029547146016481281,1029553748446666752,1029560869888319488,1029563436127072257,1029572085243207685,1029573191134457856,1029577380438802438,1029579375857922049,1029582584349523968,1029583320747634688,1029586017131659264,1029586422389301248,1029590956763373568,1029592371791507457,1029595626613264384,1029596451066671104,1029599759592374272,1029601784568803328,1029605892281397248,1029605901060063232,1029605941694541824,1029606468813828098,1029606645364477952,1029607933636751361,1029608307944767490,1029608442254610433,1029610391175946240,1029610530569302016,1029611941239521280,1029613559053864960,1029614414717046784,1029619464264769536,1029628075573559296,1029629417331470336,1029629487929905153,1029630565522145281,1029633068259135488,1029633878934208512,1029640776232431619,1029643909302022144,1029644400119271425,1029680353038852096,1029703880190255104,1029703885064040448,1029710683397652480,1029718263523991552,1029720483825049601,1029722512966344709,1029723598527684609,1029726425685811202,1029726814581579776,1029728346270134273,1029730036230717440,1029733709442949122,1029734004394614784,1029734176897957888,1029734753719611393,1029735495595520000,1029736059263807488,1029740264674344960,1029741043217035265,1029741648253575170,1029743461824651264,1029744262345240578,1029748561624281089,1029751970435747840,1029751987187798017,1029753741057122305,1029753817653342208,1029756788613292034,1029757197377449984,1029758389755174912,1029759926539706370,1029761133257916418,1029761784473739264,1029763752621568001,1029765171651194880,1029766285284921344,1029768414749962240,1029768748813574144,1029772254685491200,1029774727538069504,1029775357652684801,1029776277237116929,1029778261067223040,1029782396936306689,1029782750868455430,1029785407368491008,1029786010752667650,1029792588356677632,1029793692217995264,1029793931695988736,1029797929685381121,1029798063659864066,1029799326589935616,1029800856701431808,1029803676599308290,1029803939380649985,1029804705386352640,1029804886496628736,1029806693432152069,1029811509407272960,1029811753490821131,1029811979563593728,1029812308275429376,1029813125988507649,1029813295492947970,1029814025167593472,1029815321622802432,1029815497670283264,1029817178227322880,1029818030195240962,1029819724345962496,1029819843866816512,1029819898040483841,1029820937821024256,1029824105577558016,1029824350617137153,1029828081253380096,1029828483147620358,1029829466103500800,1029829849182035969,1029832990803681280,1029835121598156800,1029836882518130688,1029838492837113858,1029840907548286976,1029843514559885312,1029845039856287744,1029846299288297472,1029846469594017793,1029847249486893056,1029849061237682176,1029850074648522752,1029852436272312320,1029852617965416448,1029853582877753344,1029859676937023488,1029859955581415424,1029866283569885184,1029867081062338560,1029871733325496323,1029874716314677251,1029877116098162693,1029880017721942021,1029880371247075329"
5262,CA,FM,2018-07-28,2018-07-29,2018-08-20,2018,Fire,MENDOCINO FIRE COMPLEX,06,033,2018-08-16,033,Global stance,believer,male,not aggressive,-1.581837165822785,-0.025535728115342445,"1029882643049893888,1029883937814994944,1029886726020509696,1029887876803178496,1029888715282374656,1029890201131184128,1029894077200838657,1029894586619949056,1029896755821735936,1029900201555779584,1029900586638962689,1029902120990867457,1029902217204006912,1029903505207820288,1029903623096922113,1029904858105540608,1029906866258599937,1029907026174914560,1029908167709220865,1029911651250655232,1029912190109638656,1029913676491288576,1029914018801016832,1029915260357099520,1029916206617120768,1029922851485245440,1029924378434097152,1029924613973655552,1029925538406707200,1029926854365302784,1029927109987168256,1029927391479521280,1029929214235922432,1029929471313248257,1029930818133585920,1029932061832830977,1029936142706040833,1029936158355017728,1029936541240442881,1029938667052097536,1029938917166874625,1029939023056236549,1029940090422738944,1029943659855335424,1029946728680775680,1029951602864451584,1029952528354406403,1029957678016200704,1029957734362492928,1029959565431824384,1029960017737216001,1029961927231852544,1029965150504271872,1029965171912044544,1029989980549140480,1030022840521773056,1030038450395865089,1030053657998323713,1030060987053826048,1030061108634288128,1030065025787019265,1030068444337778688,1030069003002290177,1030073478702161921,1030075159909199872,1030076364735569920,1030079092526379008,1030083126280613889,1030088154164936704,1030090841195339776,1030093773563285504,1030093890504650755,1030100580968980480,1030110047211216897,1030110775162089472,1030111801495580672,1030112662019919878,1030113481939402757,1030113580006481923,1030117549969760257,1030117974022139904,1030120001477328896,1030123987278462976,1030124599344689152,1030124734350934016,1030125056221831170,1030126623519961088,1030131741334298624,1030132547789803520,1030134614214541314,1030136327503732737,1030136699412733952,1030137226867273728,1030137602496581632,1030143621323018240,1030145734115438592,1030147710295261184,1030150560391913472,1030150931437035520,1030151626760187905,1030155787924987904,1030155880681992192,1030156198966833154,1030156695270387712,1030156839038509056,1030158095144693760,1030158860130996224,1030159688137027585,1030160023966515201,1030165904359706624,1030166453591240704,1030166970530856960,1030167127318298624,1030167275494502400,1030167348089507840,1030170090002509824,1030170534787645441,1030174619934715904,1030177090065248256,1030178284141666304,1030179681553735680,1030180958039724032,1030181484546547712,1030181788067409920,1030184287075749896,1030187440752025600,1030190867925983232,1030193921094311936,1030195311392653312,1030198280439750656,1030198695344496640,1030202959894700032,1030203594518147072,1030205018513715201,1030205439751987201,1030206700249214976,1030207102814380032,1030208085736841216,1030212469212426240,1030212830736408576,1030212857701457920,1030214791380525058,1030215009500950528,1030215766975467520,1030216337090469888,1030217962274209793,1030218731589259264,1030222306134568961,1030225830683668480,1030227697035689985,1030229483809255424,1030233256191504384,1030233277112692740,1030235535480999936,1030236275406561280,1030240204999643136,1030241643213930496,1030242199877738496"
5262,CA,FM,2018-07-28,2018-07-29,2018-08-20,2018,Fire,MENDOCINO FIRE COMPLEX,06,033,2018-08-17,033,Global stance,believer,male,not aggressive,-1.3291962068493153,0.08814659377290293,"1030244066129260545,1030250670924812288,1030253717163896832,1030255627979743233,1030256187848056832,1030256271268569088,1030259164369416193,1030262115251023872,1030264438501269504,1030266098392780800,1030266205175656449,1030266805569249280,1030267888702111744,1030269006790311937,1030272132607967232,1030288763283492864,1030297372138459137,1030297580125614080,1030310019231670272,1030318553906302976,1030320069983649792,1030325692389445632,1030326845869252608,1030331160201707520,1030367002198790145,1030369292385058816,1030426236047118338,1030447231957127168,1030451513397858305,1030460056133746689,1030460149838708736,1030470968207187974,1030474510867288064,1030476292272082944,1030476613631270913,1030476704555225088,1030479885763072000,1030481006761922567,1030482440026877952,1030484011762765831,1030484640086118400,1030489085381697541,1030490682136424450,1030496238276239360,1030500017382088705,1030502232423325696,1030509358411591680,1030510608003649536,1030511310708961280,1030513063240187904,1030514916388564992,1030515729366491137,1030518924415098882,1030519543737868290,1030529513921437696,1030530990014382080,1030534477070487552,1030540504444727296,1030542084539727872,1030548175331909632,1030549059700809728,1030555146822926336,1030556320850530304,1030558448835088385,1030561193705066496,1030561864571187201,1030566036725280768,1030571233534984192,1030571873388519424,1030586443503202304,1030590301084082176,1030591268676546560,1030591528782127104"
5262,CA,FM,2018-07-28,2018-07-29,2018-08-20,2018,Fire,MENDOCINO FIRE COMPLEX,06,033,2018-08-18,033,Global stance,believer,male,not aggressive,-1.2213516405797102,0.03839801439024133,"1030607019307233280,1030607930981199872,1030611939439783936,1030613976755855361,1030614276891795457,1030617844264853504,1030618149215846400,1030618357152722945,1030618592528744449,1030619679776096257,1030632591106428929,1030650059895885824,1030660338855755776,1030662140389076993,1030666616332201985,1030666747240570888,1030667797905506304,1030672185013100545,1030674381649768450,1030675485737476096,1030676216875868160,1030680553396162562,1030681036835962880,1030684099373981697,1030684398134296576,1030688184420708352,1030715599612076033,1030721820859789312,1030767464865382400,1030767998557200385,1030768112688226305,1030770958607343619,1030794945945264128,1030798973529804800,1030799596144943105,1030801519862579202,1030801605602361344,1030809088198762496,1030817118411874304,1030817914461478912,1030832857697083392,1030833449886777350,1030833867584929801,1030836195306000385,1030843115584798720,1030847146973511681,1030848073424097280,1030850955804176384,1030855575301758976,1030856941654953984,1030862100208472066,1030865412777549825,1030868176362524673,1030872309819564034,1030875524636139520,1030875554264670208,1030876198203609088,1030880038671925248,1030886763793793025,1030888614593327104,1030889062046031872,1030911341140172801,1030913190438359042,1030942414846873600,1030950219590975488,1030950651784769537,1030952974183329793,1030958833667956737,1030959154070835200"
5262,CA,FM,2018-07-28,2018-07-29,2018-08-20,2018,Fire,MENDOCINO FIRE COMPLEX,06,033,2018-08-19,033,Global stance,believer,male,not aggressive,-1.4647063183333335,0.09248658755386947,"1030967591420882944,1030972402996371456,1030984446340734976,1030985955040096256,1030987849263247361,1030994021789753344,1030996211078070273,1030996247052673024,1030999322261778432,1031000805699026944,1031003332557467649,1031004822638538754,1031007783611641856,1031011984756629504,1031013115461349376,1031015328505942016,1031016234618302464,1031018068913225728,1031019705492942854,1031024977015844864,1031036815191363584,1031050009955905536,1031053366569226240,1031056297297235968,1031059228281065474,1031072243311202304,1031083155984404480,1031137702073253888,1031172778471305216,1031176973375205376,1031179273527222277,1031184183257751552,1031185819036340224,1031189950006317056,1031193289599451136,1031195137450233856,1031200166382948352,1031216559476236288,1031216821779587078,1031227359842562049,1031231159236272128,1031232295167033344,1031243718345379840,1031248391987060736,1031249009032278016,1031249481352667136,1031249497886744576,1031254294329217024,1031256725519659008,1031261774002049024,1031265966485852162,1031268510377238528,1031268711230070784,1031279097245298695,1031285944693927936,1031303139218083852,1031318906856779776,1031319165758517248,1031319940379201536,1031320482669182976"
5262,CA,FM,2018-07-28,2018-07-29,2018-08-20,2018,Fire,MENDOCINO FIRE COMPLEX,06,033,2018-08-20,033,Importance of Human Intervantion,believer,male,not aggressive,-1.5814957443636364,-0.06517792046092905,"1031334741117755392,1031334752903561216,1031342576312483840,1031346829580005377,1031347086631948288,1031348208167874560,1031348904946753537,1031349530120183808,1031351739163795458,1031353572712054788,1031357165469147137,1031357804970356736,1031357810813161475,1031358017759932416,1031359247047569408,1031364427101028359,1031365103055265797,1031368884266315777,1031369110049837057,1031378538371239936,1031379229345107968,1031380810077679616,1031381173409263616,1031384563598024705,1031386075145486337,1031389293132955648,1031389754737086466,1031389873742131200,1031390704335900673,1031392262926659584,1031393025744822272,1031393860134391808,1031394193128620033,1031394365342543872,1031394892524613632,1031394918831452160,1031395916819980289,1031397225274822656,1031402684920651776,1031403257438990337,1031404629584568320,1031404834128371712,1031406237894631425,1031406432120332288,1031409825001791488,1031412381102948352,1031417145370931200,1031417151448440832,1031426578985574401,1031440698099167232,1031472577141596162,1031496647493255168,1031500360182059010,1031501396095500288,1031506544741900288,1031507004039225344,1031509410026143744,1031516250487369729,1031518410553798656,1031520627205660672,1031523770576584706,1031523905008291840,1031527047967858690,1031527176259006465,1031529584288645120,1031530605215854592,1031531941974233088,1031532708407590912,1031533918338482176,1031534847087398914,1031536820385968128,1031538959770300416,1031539297634082816,1031541020444569600,1031542117552685057,1031543571088908288,1031543872499974144,1031545282930958341,1031546659870662656,1031547957047226369,1031548195099181057,1031549162108551168,1031551765852766209,1031555986841133057,1031558388386226176,1031558991489318914,1031560038324699136,1031562103759355904,1031562459469905927,1031562687640027136,1031562779625279488,1031562998559776768,1031563149571280898,1031564808619847683,1031564830556090368,1031565522666586112,1031565699150438400,1031569365894946816,1031570570737897472,1031570765437517824,1031571716479234048,1031572096038711298,1031572163478913030,1031572196248961025,1031573788331102208,1031575210049384449,1031575590535684097,1031576325025419264,1031576720489500672,1031577981880344576,1031580335727771649,1031580345957867520,1031580551378087937,1031580899769376768,1031581089674874884,1031581854233579525,1031582217993113600,1031582484461367296,1031582789412376580,1031583406813925377,1031583978673721345,1031585375234347015,1031585997400633345,1031586318063726595,1031586939655413760,1031587479294373888,1031587529072365568,1031587971009458176,1031588673446440960,1031590191494877185,1031592943495204865,1031593007701798913,1031593139843153920,1031593410489012226,1031594490706841600,1031594956610129920,1031595591145533444,1031595637312086016,1031595983329611776,1031596295654322177,1031597609138315264,1031598114942201856,1031598241643618306,1031598415140909057,1031598770973278209,1031598790644396032,1031600413579960325,1031600691201101824,1031601204931878912,1031601234594082821,1031601805803679744,1031602818702958592,1031604783617138695,1031606081863073792,1031606606528688130,1031607174093361153,1031608115156807680,1031608684038762496,1031609743721132034,1031610317489373184,1031611843612045312,1031612873200394240,1031612908092833793,1031613333323935744,1031614289654607874,1031614342171643911,1031614397645504517,1031614606538498048,1031615630980595715,1031615943913271297,1031616281357611010,1031617111565553665,1031617498024534016,1031618053933395970,1031618725806403584,1031619842695000064,1031620652233412608,1031621201704017920,1031622044071251968,1031622155677519873,1031622717869580289,1031623165254950912,1031623722854051840,1031624065268604928,1031626753830264832,1031627067505356800,1031627605034786816,1031628574929965056,1031629312385015809,1031631447189151744,1031632793598537730,1031633468655067138,1031633525865426951,1031633927557935105,1031634737662636032,1031635751128186884,1031638143559192577,1031638750349078529,1031639294425804805,1031640250295218177,1031640472756793344,1031640478985334784,1031641783414022145,1031642729770496001,1031643143928610816,1031643256549859328,1031643687804006401,1031644328915943424,1031646235491332097,1031646623497998336,1031646757950640128,1031646876800626688,1031649015270658049,1031649993877151744,1031651051315720192,1031651681061101569,1031651783926403072,1031652744015179776,1031653526928146432,1031654137270697984,1031657499106000896,1031657987637575680,1031658370477056001,1031658390290817024,1031658622588137472,1031658725839319040,1031659115292979200,1031662286652358657,1031662368609062913,1031663413313777664,1031663718415781888,1031663749428436993,1031663890562777090,1031663918882541573,1031664247401410562,1031664451630510080,1031664995673694208,1031665348884529152,1031666241579102208,1031666545288597505,1031666706781941760,1031666717741670400,1031667266339790848,1031667473739866112,1031667904587030528,1031667927081091072,1031668801975115776,1031669153978036226,1031670300591570944,1031672555025952769,1031673019398115329,1031673037404307457,1031673396122148865,1031675343894007808,1031675561171505152,1031675854500184065,1031676360555560960,1031680166731206656,1031681462997868544,1031682042877145088,1031682119494291456,1031684040582209536,1031684501095636992,1031685540381253632,1031686260396445698,1031686733518102528,1031687650418327552,1031687787555123200,1031688655503425536,1031689462554578944,1031689564379697153,1031689853384048641,1031690242430918656,1031691151604998144,1031691334073995264"
5256,OR,FM,2018-07-19,2018-07-18,2018-09-08,2018,Fire,GARNER FIRE COMPLEX,41,033,2018-08-13,033,Global stance,believer,male,not aggressive,-1.3429617852459017,-0.028002143296245546,"1028987865743556609,1028989788140044288,1028994803810422786,1028995960519553024,1028997179535515648,1028999065520889856,1029002051814973440,1029007355978047490,1029008169672925185,1029014774141599744,1029019244380516352,1029019520063758336,1029024982872023051,1029029221262188544,1029034216644739072,1029034657969393664,1029038656793858048,1029038746878898176,1029039247305502720,1029039905928695808,1029041309938536448,1029045914659246086,1029048892325646336,1029052347068997632,1029054337937362945,1029054475581837312,1029055850957103104,1029061737419431939,1029074858724868096,1029075128590757890,1029075805803085833,1029079968901419008,1029080666342916096,1029080681710804999,1029080989526413314,1029081402208178178,1029081796292562946,1029083420519890945,1029093141712781312,1029094320324927490,1029094405024624642,1029095422122283008,1029098660913590273,1029100007096496129,1029100510098337792,1029100889917730816,1029105771198332928,1029105986626191360,1029106577259864064,1029109372905959425,1029109799705751552,1029110875427229697,1029112357400858626,1029115463169523712,1029116426303356928,1029117403169402881,1029118393457229824,1029122210861076480,1029129681151262720,1029131814688833537,1029132544606797824"
