disasterNumber,state,declarationType,declarationDate,incidentBeginDate,incidentEndDate,fyDeclared,incidentType,declarationTitle,fipsStateCode,fipsCountyCode,date,county_FIP,topic,stance,gender,aggressiveness,temperature_avg,sentiment,id
5248,UT,FM,2018-07-02,2018-07-02,2018-07-22,2018,Fire,DOLLAR RIDGE FIRE,49,013,2018-07-08,013,Donald Trump versus Science,believer,male,not aggressive,-0.14757487222222238,-0.07078268028424989,"1015753030266863617,1015754032252678145,1015754183956299776,1015759009326907392,1015759279549132800,1015760546359140352,1015763698798006274,1015767020430741504,1015771425641136129,1015780054586908673,1015784340238819328,1015787008877387777,1015792261806768128,1015795480209608705,1015795782602149888,1015798925616467970,1015799127332929537,1015800101682364416,1015800812633710592,1015801036198432769,1015802603383316480,1015802811731177474,1015806584792838144,1015806915073454080,1015817658606866432,1015825449161666561,1015825601498738690,1015831164370604032,1015834923100340224,1015841173448089603,1015852668890353665,1015874975620722691,1015876772636880899,1015881359527587841,1015893510753570822,1015898524842708992,1015903319049539584,1015920693903384576,1015925551217799168,1015926682446729216,1015938470328569857,1015938585147650048,1015940897027043328,1015949445412868103,1015951093862285312,1015951912217137153,1015952110930755590,1015967628408442880,1015969196767772673,1015976062067433475,1015982113420525568,1015985356636872704,1015985821319553025,1015987213694189568,1015988843365916673,1015989313509588993,1015989962754461696,1015993958328033280,1015999477293854720,1016007133941252097,1016007513496436736,1016009195286663168,1016009484848656384,1016011350143688709,1016016888344662016,1016022278893654017,1016022468799021056,1016025629106397189,1016028417970487297,1016031634410430466,1016038779923193857,1016038876882747392,1016046189840482304,1016048886543101953,1016049121424232448,1016054411469025280,1016054460278116352,1016055302452441089,1016056962151153664,1016058341972324352,1016059225645015040,1016061108975591425,1016061353109278720,1016067184987123712,1016068669573599234,1016072051533099008,1016073536589295617,1016075125328756736,1016077761050341376,1016078095382482944,1016080519774154753,1016080691975544832,1016083490817888256,1016089459295580160,1016090700079882240,1016092727920943104,1016093260824154112,1016094649654505473,1016108384343425025"
5248,UT,FM,2018-07-02,2018-07-02,2018-07-22,2018,Fire,DOLLAR RIDGE FIRE,49,013,2018-07-09,013,Global stance,believer,male,not aggressive,0.36525811261261254,0.036766955775228864,"1016112441489489920,1016113325434736640,1016114855328169990,1016132492653355008,1016133355891552258,1016134894748078080,1016138186047787009,1016138618086125568,1016144283638824961,1016145675992457216,1016149673336164353,1016155916708663296,1016163698824568832,1016169658972397568,1016181800161423360,1016183307724132357,1016183336677662720,1016184796194713606,1016190801381085189,1016196432779530240,1016199728323756035,1016203503205797888,1016221243823935489,1016234935693213697,1016240288346583040,1016262618070355968,1016279764510887937,1016281886325460993,1016292952409137153,1016295228997885952,1016302967950135296,1016309359196991490,1016310018327695363,1016320158913220608,1016323123862523905,1016325754206990338,1016327268275113985,1016331727969619968,1016332810439647233,1016332992283795459,1016334566687199233,1016336853459439621,1016338376872488960,1016345183707979777,1016347436451655680,1016353803082354698,1016354777083666435,1016354832217772032,1016355787860594689,1016357063050563584,1016368952551858176,1016370585499136000,1016371591284834304,1016376905430458368,1016376951370440706,1016377264143888384,1016377372914806785,1016377745335390208,1016382176068112384,1016384679707103232,1016385160386838528,1016390440235433984,1016393677181079552,1016394024448659456,1016405879036436480,1016408302891044864,1016409717554307073,1016411727339147264,1016414317367791617,1016414344140083200,1016416366893494273,1016418451274043392,1016423409587113984,1016428285037645824,1016428425563631616,1016428427862159361,1016428601359519744,1016429484361187329,1016429766134517760,1016430226862030848,1016433290587172864,1016433799624658944,1016434528439566337,1016435782763139073,1016437682967232514,1016438195381129216,1016440164116295681,1016440500965044226,1016440634834444288,1016441160733093889,1016441771134365696,1016442190837346304,1016442385574711296,1016442877797326848,1016445715634118656,1016446870426701824,1016447692531122177,1016448478413664256,1016448714678779904,1016453659213918208,1016455515818217472,1016457858722877440,1016457990302588932,1016458140248956930,1016458572807397376,1016462223827333121,1016462602866585600,1016462754868129792,1016462949806952448,1016463989813886976,1016467987522412544"
5248,UT,FM,2018-07-02,2018-07-02,2018-07-22,2018,Fire,DOLLAR RIDGE FIRE,49,013,2018-07-10,013,Politics,believer,male,not aggressive,0.3466997193798449,0.023648573765104826,"1016475123602411520,1016475317395951616,1016475787606704130,1016476453855084544,1016478153395621888,1016478670578257921,1016479469584805888,1016480678081454086,1016484462643720192,1016485053575188480,1016487316989214720,1016487525748109312,1016489321619120128,1016489361913704448,1016490683983687681,1016490749326573569,1016492035073667072,1016505659779502080,1016505659628531712,1016511618010656768,1016513094489534464,1016514952176078848,1016516309197000704,1016516318101557248,1016517157994225665,1016517171206238209,1016518163750629376,1016518817541959680,1016522546441805824,1016525297598980097,1016533025222549506,1016539217332236289,1016543604431511552,1016543788569804800,1016549517590609921,1016553320159178752,1016554339333222401,1016554523228176385,1016559758160089089,1016563622816837632,1016565152349655040,1016565897090256897,1016566955782762496,1016578652358598657,1016580226246066176,1016582169601368065,1016585840217112576,1016587092489621504,1016590092385652736,1016643137895362560,1016643216085569537,1016648294326571008,1016656210185994240,1016658946453536768,1016674971538673664,1016676230802927620,1016677854220701697,1016679150202114048,1016680762509348865,1016681319038779393,1016686577605578754,1016688030873214976,1016692064006705153,1016695984997392384,1016697437631721472,1016701727427293186,1016702899768918017,1016703187170947072,1016703389592367104,1016705030634725378,1016707677714571264,1016709032864829442,1016709087231401985,1016712936042221568,1016713109128515584,1016713411894243328,1016715343106936832,1016719487414857728,1016728246631612416,1016729779301539840,1016731431748362241,1016733893528051714,1016735015818805248,1016738234158551040,1016739511273914368,1016745095675203585,1016747128566059008,1016747234904498176,1016747253434728448,1016747665034444801,1016747741542694912,1016748659466096640,1016751921288208389,1016756473588846594,1016757617870270465,1016759092910538753,1016760555036540928,1016770867651477504,1016771540682063872,1016771982602321920,1016773390550683649,1016773430715314180,1016773533555359747,1016774162830905344,1016777441912606720,1016779597206020096,1016786877104340992,1016788792278175746,1016790226956476416,1016791591812358144,1016793758166323201,1016798383044874240,1016798561026093056,1016799259566465025,1016799326616543232,1016803283770400769,1016806214456393729,1016806597996220423,1016808457276743680,1016809608352952320,1016810412120182786,1016811853932982272,1016818374255394827,1016819038905778177,1016825072198307840,1016828031267041283,1016831035382743040,1016831163581673472,1016834141923340288"
5248,UT,FM,2018-07-02,2018-07-02,2018-07-22,2018,Fire,DOLLAR RIDGE FIRE,49,013,2018-07-11,013,Global stance,believer,male,not aggressive,0.18113642326086946,-0.00435331767023083,"1016834775917711360,1016835282237317122,1016835466325319680,1016836227826253824,1016837390231580673,1016837619949424641,1016837772080963584,1016838291927289861,1016839348199686144,1016843966958981120,1016846541032644608,1016846842833891328,1016851823251030017,1016854185436991488,1016854921767817216,1016856630351327233,1016859243570327552,1016860315454189569,1016866999245271041,1016871051391889408,1016876970347499520,1016877287281774593,1016882333796872192,1016883637726269440,1016887211189563393,1016894531877273600,1016897016343846914,1016905685836050432,1016913169908789248,1016916758697951232,1016926236621312000,1016928287950540800,1016932943867121664,1017016817112379392,1017019204334047232,1017027339102883841,1017030309148348416,1017034435793911808,1017042793506603010,1017047627618189312,1017047760418328576,1017050648573906947,1017053208923889664,1017053431599640576,1017053642753544192,1017055967932891136,1017056120844800000,1017076251255853061,1017078912721928192,1017082059398041600,1017083653166206976,1017083863510679560,1017086412099915777,1017086765797126144,1017087234464468993,1017095724268281856,1017106295977963520,1017106503898021888,1017107247065804800,1017109445057368064,1017109797961732096,1017110760101535746,1017114597579354115,1017114961472978945,1017116106757111810,1017116604381814784,1017118797839421441,1017119402930552832,1017120806722154496,1017121966472548354,1017123282695249921,1017123890122743808,1017125772719353856,1017126644165718016,1017131761791315968,1017132901886935041,1017136716996587522,1017140003875377152,1017149119880749056,1017150994285617152,1017152000520310784,1017152017926639619,1017156163190702080,1017156237589245952,1017160618246361089,1017160632825675780,1017166859668508672,1017167220722622465,1017171232590925824,1017174587585359872,1017175539616845824,1017196054918225920"
5248,UT,FM,2018-07-02,2018-07-02,2018-07-22,2018,Fire,DOLLAR RIDGE FIRE,49,013,2018-07-12,013,Politics,believer,male,not aggressive,0.43720303070866134,0.034883534462013616,"1017202181290713089,1017204271538843648,1017218810519146496,1017220210900774912,1017220536382844928,1017223683725639680,1017232521367564289,1017236237554368512,1017241173776363520,1017242242677739520,1017242633553362945,1017245208797302784,1017250243304292352,1017251720651345920,1017253206097686528,1017255354470526976,1017261003971547137,1017262835338919936,1017265469462646784,1017268005833543680,1017269594883436544,1017273640306409472,1017275163199471616,1017276699703037952,1017290665972158465,1017314645286088704,1017347846113284096,1017358134116016129,1017360555861069829,1017366384886546432,1017370592843042823,1017373408512835584,1017387391345152005,1017395537983758336,1017400246287159296,1017400328176562177,1017400887726100480,1017401526413914112,1017402062966059008,1017403571174768640,1017407490177134592,1017407528747986944,1017418177603502080,1017422055686352896,1017426358958518273,1017427180270178304,1017429644130340864,1017435964170489856,1017436623485599745,1017436911583940608,1017437057491218432,1017438639008043008,1017439453667844098,1017440321586843648,1017440830863241216,1017447995279802368,1017450094885593093,1017450451824885760,1017451637655232513,1017451888902467585,1017451899514077184,1017452089130151936,1017452199574720513,1017452240804700160,1017453042776457216,1017453517554966528,1017454879827288070,1017455000233095168,1017456257404321792,1017457815659712512,1017458201711673346,1017460538291261440,1017460775785398273,1017460850142142464,1017461571562467328,1017462860731985920,1017463544118308865,1017463831415549952,1017465799928307712,1017466205668552705,1017466233225203712,1017471822349131776,1017471989974433792,1017473897673863169,1017479044672061440,1017479672379138048,1017480293782032385,1017481205154017280,1017481266273243136,1017481519487647744,1017482690147188742,1017483546414452736,1017487088650936320,1017488814414204929,1017489758837198848,1017490249193160704,1017491332774944768,1017492745944829952,1017498558822567936,1017499020162420736,1017502931795394560,1017503213895839744,1017503300286058496,1017503833461624832,1017506871316541441,1017509948874518528,1017511223355695104,1017512633501732864,1017513844590174208,1017517460424220673,1017526143208091648,1017526641671659520,1017530807416545281,1017531388067639296,1017531411853598720,1017534414375477249,1017536184522665985,1017538706436046848,1017539152861003777,1017539502586249217,1017541744873869313,1017542487852773376,1017543523334119425,1017544348123070464,1017546111530065920,1017554703981297664,1017559175407251457"
5248,UT,FM,2018-07-02,2018-07-02,2018-07-22,2018,Fire,DOLLAR RIDGE FIRE,49,013,2018-07-13,013,Politics,believer,male,not aggressive,0.5585777695121951,0.01119196866672106,"1017561476184379393,1017562190457417729,1017562252545789953,1017562995344281601,1017562998653808640,1017564546339201024,1017570799480426496,1017570890756681728,1017570939704205312,1017574506536341505,1017579584596791296,1017581152100671489,1017585373474533376,1017589044430057473,1017589772963885056,1017589842224603137,1017591257256738816,1017593093233602561,1017604542936956928,1017605210397503488,1017619990264963072,1017626028364087296,1017626078746038272,1017632369065410560,1017638255947182080,1017639954099392513,1017640542551719937,1017642330218749958,1017644451873710080,1017646701417385985,1017653050151002112,1017655627194101761,1017658634778468352,1017660118555430912,1017676273710129153,1017681512467030017,1017707937593286657,1017711665465323520,1017711691419619328,1017718291358535680,1017720327231688704"
4453,OK,DR,2019-07-12,2019-04-30,2019-05-01,2019,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",40,013,2019-04-30,013,Global stance,believer,male,not aggressive,0.5528746884115523,0.07551213055808588,"1123014136839884802,1123014256461352960,1123015724933369856,1123017458292363265,1123017476265127936,1123017572264366083,1123017869057347585,1123019092468715520,1123019130204897280,1123020472814202881,1123022436188823553,1123023068438261763,1123024454957916160,1123025548853178368,1123025770106851328,1123025841623928832,1123028247573254144,1123030543585570816,1123030586262638593,1123030739153444864,1123031708557688833,1123031715427913728,1123034927468036096,1123035201762758656,1123036664975069184,1123037090718130183,1123037369685422081,1123040029075333248,1123040029075333121,1123040611110514688,1123041260879507456,1123042134733524992,1123044809738899456,1123046682906595328,1123047343258066944,1123049275825565696,1123049931634348034,1123050367837564928,1123051514191237120,1123052910403698689,1123053311353970690,1123053883809361920,1123057463958298624,1123058972997582849,1123060400377843712,1123063385816477702,1123066507863310336,1123067811130007557,1123067838665592833,1123068646098644992,1123069475958423553,1123070424399499264,1123070654864138241,1123071282193391616,1123072574357827584,1123074286544011264,1123074875118145536,1123075938374152192,1123077532633321473,1123078759811125248,1123079047464964097,1123079347311497217,1123081180608249856,1123082053342441472,1123083293321129984,1123083304209502209,1123084344707272705,1123084560399421441,1123085492092727296,1123088781844729858,1123096989963436034,1123098776711774211,1123099676016689152,1123100648512221185,1123101689362313222,1123108661428142086,1123111711458742272,1123111907852816384,1123112875508346881,1123114259704156160,1123114992692109313,1123120706542342144,1123120855893016576,1123121325441052672,1123122518397603840,1123123373855272960,1123125517631270917,1123125988613746688,1123142956792205313,1123143157045125120,1123158486097940480,1123159777276612608,1123160064368332800,1123162366764470272,1123165283659722753,1123171377840906240,1123174702757838848,1123176317384630272,1123182690742697984,1123182971803009024,1123184906434224128,1123188179060887552,1123190620435226627,1123190991828074496,1123198530179362816,1123198571883327489,1123200709669691392,1123206460706557953,1123206879411306496,1123207261327896576,1123208621502926854,1123209371930976256,1123210830437208064,1123214595710226432,1123215908510556160,1123217361543225344,1123217734265974785,1123220348621684737,1123221240712388608,1123221767080882176,1123221943652581376,1123222070211383298,1123222596546375680,1123222651437289473,1123222802478268421,1123224492682227713,1123225763405271045,1123225914681114624,1123227015644053504,1123227606722039809,1123227748967669760,1123227759944392705,1123228084277145600,1123230139163213824,1123231403431186432,1123231708705378307,1123231882080952321,1123231984887590912,1123232479697985536,1123232763497275393,1123233749129469952,1123234233491714054,1123234583913357314,1123234950998888448,1123235578093420547,1123236965162217473,1123237719096811525,1123238271868448769,1123238382182727681,1123241793879822338,1123242102048141312,1123242480487542786,1123243879069696002,1123244068958420994,1123244426157887489,1123245484041277440,1123248217632567299,1123248400030240768,1123249176647618561,1123249668543197184,1123250381197271041,1123250856214900736,1123252227517366272,1123252876753551361,1123253091430744064,1123254450691420161,1123254740156968961,1123257715332132866,1123260025902788608,1123260580758900736,1123260651315445760,1123261078597656577,1123261366922612736,1123262449766019072,1123262928390623233,1123263035420712960,1123264940872278019,1123267047507369985,1123268027762581506,1123268835367219201,1123269285810302976,1123269862116061184,1123270760871555075,1123271314624716800,1123274076217380865,1123276628350496768,1123277094488817665,1123277335711625216,1123278053889662976,1123279582063407106,1123279958087012352,1123282012033306624,1123282942308962304,1123283098072825856,1123283714916614145,1123284145147301889,1123285798399307777,1123287719226925056,1123288401913024514,1123288658298195969,1123289848197058560,1123290779546419201,1123292180452241408,1123292458060673024,1123292548590710785,1123292725128785920,1123294327776538625,1123296160288870401,1123297769903443969,1123298325841629184,1123299291605422082,1123300277937770496,1123300561892167680,1123301324655812609,1123304347511558144,1123305687704956928,1123305891057393664,1123305937270341632,1123306277613056000,1123308851564924930,1123309380328288257,1123310458356797441,1123311484187041793,1123313050486853632,1123313848054763520,1123316043995201537,1123319530191671296,1123319872094556160,1123320775769911296,1123322186150875136,1123322955952533505,1123323586213597184,1123323712453918720,1123324828969197568,1123325636406386688,1123327010955096064,1123327082451259392,1123327158384873472,1123328224228851712,1123328328113385472,1123329153372184576,1123329195390656512,1123331863269892096,1123332816639537152,1123334033956466688,1123334449733808134,1123335993912897536,1123336528594382848,1123337657491148800,1123341666272698369,1123343142311419905,1123343509312942080,1123344537643114496,1123345176229892096,1123346330439471104,1123346368896983040,1123347738169683968,1123347824052031488,1123348543232724992,1123349400808329216,1123349532941492224,1123351471381073920,1123355403130007553,1123361217991585793,1123363478260023296,1123364068591431680,1123364954881478656,1123365756970754048,1123366816032620547,1123369017513611264,1123369492833116160,1123370915792732160,1123371197935149056,1123371278247845888,1123371345880862720,1123372217734025218,1123372643590098945"
4453,OK,DR,2019-07-12,2019-04-30,2019-05-01,2019,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",40,013,2019-05-01,013,Global stance,believer,male,not aggressive,0.4570955590109889,0.02786220514684495,"1123376688723660800,1123377374328950785,1123380486389190657,1123383998162636805,1123385408904151046,1123386521141297153,1123387455443324929,1123387729591406592,1123393063215349762,1123393143469002752,1123394181563600898,1123394562980847616,1123395317699731456,1123398191833948160,1123398199799156738,1123405015249559552,1123407658009157633,1123413957740511233,1123414385031110656,1123417482524483584,1123420366389547008,1123420883400286208,1123422506352726016,1123423626693201920,1123423800303992832,1123433573338345473,1123433689139036162,1123434228639604737,1123434352560316416,1123434537311035392,1123434869483278336,1123435447332548608,1123435687854911488,1123438916873412609,1123442821455863810,1123445508935245826,1123448474408759298,1123448681989066753,1123453360911331331,1123463428759330816,1123464532008030208,1123465531653271553,1123465732963078144,1123471050120024065,1123471185939976192,1123472244385222656,1123473916503130113,1123477242959495169,1123477502242979844,1123482614105612289,1123482880246800384,1123486274382389249,1123489081718181889,1123501404927164416,1123503903985872896,1123508595365048320,1123515639019208704,1123518503334531072,1123525912593616897,1123533031594237952,1123537346807455744,1123542596654182402,1123543574287605760,1123549140334600192,1123550346624753665,1123552723662667777,1123554510675304448,1123554644490424321,1123561970588741633,1123562513562525697,1123562904438104064,1123564804390547456,1123569472982269954,1123569614905069568,1123573044637831170,1123574159244648450,1123574413172051968,1123577847623376896,1123578051705524225,1123578429365018624,1123581318120583169,1123582954138157056,1123583601356955649,1123583889065119744,1123584241839697920,1123585766599192577,1123587190540214272,1123588510630289408,1123595650715746304,1123598540163256320,1123603234415767557,1123604102649278465,1123607281130598400,1123611074601742341,1123612513738874882,1123615220696371200,1123616541981810689,1123616925785804800,1123617726637826049,1123620911603539969,1123624814114148358,1123624930564767745,1123624983853297664,1123625020146761728,1123625543054704640,1123626204291108866,1123627224291110912,1123627433767211016,1123627754883375104,1123630281427001344,1123630624256847872,1123632173460803584,1123635585069936640,1123635722253029377,1123636455119704064,1123638270728912896,1123638824205078529,1123639430458138624,1123640503403024384,1123642877517504512,1123645720051863552,1123647469122768896,1123647807821209600,1123648320474374146,1123649605457997824,1123652232300380166,1123652243964608512,1123653603544055808,1123657403055001605,1123657893700620289,1123658559709802497,1123658974065127424,1123659351112032256,1123661205216714752,1123661445143482368,1123662307098128384,1123662830991855616,1123663445885427713,1123663810735235072,1123664103438839809,1123665192431362048,1123666184778305536,1123668920282566660,1123670678929059843,1123671569652506624,1123672284298973184,1123675346237366272,1123675962690949120,1123675988855074824,1123678015345627137,1123679266401587202,1123679679033094144,1123681460446224385,1123681676633227265,1123689279195164673,1123690290974527488,1123691342415183873,1123692427137646592,1123692548000759810,1123694077055254528,1123694261889847296,1123704599259623424,1123704677206507531,1123705981475655680,1123710269484687360,1123713108231499778,1123713992659210242,1123714762779570176,1123721554263777288,1123722689783455749,1123722689783455616,1123723660567687168,1123723674547302403,1123723811898183684,1123724144070340616,1123728442208530442,1123730572235411457,1123731608547332098,1123732048076791808,1123732243690741762,1123732694293196800,1123737131187412998"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-15,013,Donald Trump versus Science,believer,male,not aggressive,-0.2336327000000004,0.06459906217257183,"367830360501264384,367835790622990336,368120895304630272"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-16,013,Weather Extremes,neutral,male,aggressive,0.044582468749999826,0.024643842912442718,"368176927799914496,368186313616289792,368192764065759232,368223863475552256,368324760100667392,368359507011067904,368366166776885248,368501414886006784"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-17,013,Seriousness of Gas Emissions,believer,male,aggressive,0.4966668999999999,-0.17125409164428715,"368545900785717248,368564491895599104"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-19,013,Weather Extremes,neutral,male,not aggressive,2.6211329666666665,-0.12861803652276896,"369265106829340672,369462984457736192,369550461549817856"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-20,013,Weather Extremes,believer,male,aggressive,2.2923932,0.13433012569745378,"369656139296043008,369680878462861312"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-21,013,Significance of Pollution Awareness Events,believer,male,aggressive,1.03863078,-0.34622616576399123,"369997324753174528,369998987320766464,370229557342638080,370237877495824384,370259998418292736"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-22,013,Weather Extremes,neutral,male,not aggressive,0.9489330433333333,-0.1952349710967806,"370358686616915968,370574375163920384,370579722406993920,370593010569867264,370663708281671680,370674010448609280"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-23,013,Seriousness of Gas Emissions,believer,male,aggressive,1.4863639000000002,-0.08033381141424178,"370989752549257216,371056046221320192"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-24,013,Weather Extremes,neutral,male,not aggressive,-1.303619928,0.010309570948282904,"371239534026977280,371255622731177984,371271670171848704,371301925569822720,371370883883204608"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-25,013,Weather Extremes,neutral,male,aggressive,-2.4420745999999998,0.00208700809255132,"371443140416126976,371483816117796864,371517125476630528,371650766848540672,371705114907529216,371753175771926528"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-26,013,Weather Extremes,neutral,male,aggressive,-0.33674189499999996,-0.1951079621381832,"372077127408959488,372087090290655232,372091067925291008,372111753569529856"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-27,013,Weather Extremes,believer,male,not aggressive,2.2897661085714285,-0.0034365102225510607,"372156602301702144,372194743935320064,372217431311134720,372332739648712704,372386647650095104,372411028853628928,372423569931649024"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-28,013,Donald Trump versus Science,neutral,female,aggressive,2.39606627,-0.20015757578611376,"372745508571197440,372751558582468608"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-29,013,Weather Extremes,believer,male,aggressive,1.25542077,-0.44540297220150626,"373184481881886720,373223517577179136"
5045,ID,FM,2013-08-15,2013-08-15,2013-08-30,2013,Fire,BEAVER CREEK FIRE,16,013,2013-08-30,013,Weather Extremes,neutral,male,not aggressive,0.2375039100000001,-0.06985248960057897,"373248292437516288,373298338520920064,373368567753764864,373429339041173504,373492409021120512,373502906286108672,373535048923758592,373577641623695360"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-05,013,Weather Extremes,believer,female,not aggressive,-0.05238371333333335,0.18460587143446403,"2037034006,2039700475,2039904098,2042296853,2042381089,2043306736,2043363831,2043550271,2043562607,2043657143,2044555689,2045676567,2046443767,2046517108,2047882326"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-06,013,Seriousness of Gas Emissions,believer,female,not aggressive,-3.3227684,0.036513155818212614,"2055788539,2057288597,2057987714,2058043334,2058050737"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-07,013,Weather Extremes,believer,male,aggressive,-4.4426794,-0.024535364071528083,"2061448968,2066611521,2069163279"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-08,013,Global stance,believer,male,not aggressive,-2.8364053875,0.09370619254793441,"2075190968,2075837871,2076228451,2076891439,2076896828,2078138749,2078592721,2082977591"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-09,013,Global stance,neutral,female,not aggressive,-1.9751208375,0.1872962717950344,"2084448947,2086381539,2089327678,2089917057,2091272784,2091284558,2092595460,2093701849"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-10,013,Global stance,neutral,female,aggressive,-3.21449638,-0.1880734884156603,"2096992672,2098494317,2106559723,2108188326,2109045329"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-11,013,Global stance,believer,male,not aggressive,-3.60288375,0.06411287998954456,"2111466775,2117172696,2117779786,2119842511,2120073655,2120090041,2123281767,2123284306"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-12,013,Impact of Resource Overconsumption,believer,male,not aggressive,-2.8141690400000003,0.017602454382578535,"2130024078,2130215155,2131670164,2133165706,2137391295"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-13,013,Global stance,neutral,male,aggressive,-1.8622113200000001,0.3773606051325798,"2151129175,2154561320"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-14,013,Weather Extremes,neutral,male,aggressive,-3.491288,0.18557518252134325,"2162544068,2170100380"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-15,013,Donald Trump versus Science,believer,male,not aggressive,-3.3946837444444444,-0.14659549123510748,"2172193796,2172333435,2172804920,2174639739,2174808285,2182031591,2182184528,2183116517,2184164860"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-16,013,Weather Extremes,neutral,male,not aggressive,-2.593832865714286,-0.04826960678692334,"2186581771,2191772013,2192001791,2195493812,2196764331,2196818639,2198845835"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-17,013,Global stance,believer,male,not aggressive,-1.5762493880000001,0.014257811823950872,"2199358432,2200173151,2200448422,2203602695,2205216293,2205707202,2205939154,2207326789,2208812427,2208863018,2208962372,2209463244,2210063293,2211220009,2212127442"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-18,013,Global stance,neutral,male,not aggressive,-1.43270345,0.07530419483645828,"2214885600,2215316054,2221099393,2225288814,2226647923,2228514533"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-19,013,Weather Extremes,believer,male,not aggressive,-1.520153935,0.007382196796535785,"2234743492,2237037647,2238067626,2238220714,2239593493,2239734072,2240699149,2243087013,2244650973,2244911701,2245371282,2245530399"
1853,NE,DR,2009-07-31,2009-06-05,2009-06-26,2009,Severe Storm,"SEVERE STORMS, FLOODING, AND TORNADOES",31,013,2009-06-20,013,Global stance,neutral,male,not aggressive,1.6809006475000001,-0.21394466153599995,"2252655813,2253173483,2253927780,2256213877"
